vehicle_id,year,make,model,state,asking_price,mileage,experiment_group,acquired,style_id
2842448,2017,Porsche,718 Cayman,NY,59995,5185,A,no,795382
2742780,2017,Porsche,718 Cayman,FL,53990,20238,A,yes,797202
2923604,2017,Porsche,718 Cayman,NC,64900,2357,B,yes,794138
2714978,2017,Porsche,718 Cayman,FL,61900,4012,B,yes,794131
2647582,2017,Porsche,718 Cayman,SC,61899,3800,A,yes,794131
2777775,2017,Porsche,718 Cayman,NJ,63000,4288,A,yes,797202
2848144,2017,Porsche,718 Cayman,NC,59989,15755,B,yes,795382
2052882,2017,Porsche,718 Cayman,MO,59985,7020,B,no,794210
2874784,2017,Porsche,718 Cayman,IL,61000,4059,A,yes,790167
2783791,2017,Porsche,718 Cayman,CO,58000,3440,B,yes,790167
2159480,2017,Porsche,718 Cayman,NC,71975,15392,A,no,790167
2001098,2017,Porsche,718 Cayman,NC,71416,4075,B,yes,794138
2385637,2017,Porsche,718 Cayman,CA,72500,6665,B,yes,794210
2568552,2017,Porsche,718 Cayman,FL,75399,7730,A,yes,790167
2426396,2017,Porsche,718 Cayman,CA,72881,1047,B,no,794131
2022451,2017,Porsche,718 Cayman,OH,77982,5183,A,yes,797202
2457584,2017,Porsche,718 Cayman,NJ,66900,6000,A,yes,797202
2961555,2017,Porsche,718 Cayman,PA,73991,1733,A,yes,794210
2721270,2017,Porsche,718 Cayman,SC,69881,14413,B,yes,794210
2147959,2017,Porsche,718 Cayman,NJ,74900,6530,B,yes,795382
2294336,2017,Porsche,718 Cayman,PA,72993,1104,A,yes,794131
2686704,2017,Porsche,718 Cayman,OH,72893,1885,B,no,794138
2940542,2017,Porsche,718 Cayman,FL,68868,4081,B,yes,795382
2998668,2017,Porsche,718 Cayman,PA,73994,1603,B,yes,794138
2241524,2017,Porsche,Cayenne,CA,69984,11723,A,yes,798127
2239953,2017,Porsche,Cayenne,OH,72995,6588,A,no,790181
2640956,2017,Porsche,Cayenne,PA,69995,8102,B,no,790720
2978420,2017,Porsche,Cayenne,MO,79950,4652,B,yes,798127
2013818,2017,Porsche,Cayenne,MN,73977,3063,B,yes,790181
2716418,2017,Porsche,Cayenne,MN,69977,10446,B,yes,790720
2733986,2017,Porsche,Cayenne,CA,72898,8628,B,yes,799097
2599956,2017,Porsche,Cayenne,CALIFORNIA,77265,7571,A,no,799097
2934836,2017,Porsche,Cayenne,CA,72981,5311,B,no,790720
2218327,2017,Porsche,Cayenne,MA,74998,5477,B,no,791695
2495466,2017,Porsche,Cayenne,CA,79840,6062,B,no,798127
2782045,2017,Porsche,Cayenne,TN,79900,5010,A,yes,790720
2200433,2017,Porsche,Cayenne,MA,73998,7868,A,yes,799097
2077724,2017,Porsche,Cayenne,NJ,60995,7584,A,yes,798127
2190279,2017,Porsche,Cayenne,CALIFORNIA,60476,9989,B,yes,791695
2458925,2017,Porsche,Cayenne,NC,59989,6334,A,yes,790720
2227360,2017,Porsche,Cayenne,IL,61000,5964,A,no,791695
2578549,2017,Porsche,Cayenne,MI,62998,5570,A,no,790181
2261547,2017,Porsche,Cayenne,NY,58995,5784,B,yes,790720
2528485,2017,Porsche,Cayenne,CA,57888,8082,B,yes,798127
2623590,2017,Porsche,Cayenne,CA,62688,9638,B,yes,791695
2382456,2017,Porsche,Cayenne,NJ,57900,10753,B,no,799097
2926991,2017,Porsche,Cayenne,CA,59988,5029,A,no,798127
2945451,2017,Porsche,Cayenne,NY,62995,8381,A,no,799097
2482854,2017,Porsche,Cayenne,NY,62995,6936,A,no,790720
2427963,2017,Porsche,Cayenne,NJ,60995,10098,A,no,790181
2811723,2017,Porsche,Cayenne,CALIFORNIA,59393,8072,A,yes,798127
2982078,2017,Porsche,Cayenne,CA,62688,7413,B,no,799099
2840008,2017,Porsche,Cayenne,CT,62535,4623,A,yes,799099
2903252,2017,Porsche,Cayenne,VA,58962,12417,B,yes,791695
2514718,2017,Porsche,Cayenne,SC,62499,4476,B,yes,790720
2428502,2017,Porsche,Cayenne,CA,63495,13031,A,yes,798127
2691197,2017,Porsche,Cayenne,NY,60995,7457,A,no,790720
2024646,2017,Porsche,Cayenne,CT,63649,7181,B,yes,799097
2472411,2017,Porsche,Cayenne,GA,61876,3478,A,yes,790720
2059036,2017,Porsche,Cayenne,NY,61900,6793,A,no,791695
2560620,2017,Porsche,Cayenne,GA,59999,11377,B,yes,799097
2505981,2017,Porsche,Cayenne,MA,61800,13164,A,no,790720
2877867,2017,Porsche,Cayenne,MO,62955,13255,B,yes,798127
2497492,2017,Porsche,Cayenne,CA,62888,5546,B,yes,799099
2811735,2017,Porsche,Cayenne,CA,59981,8673,A,no,799099
2175139,2017,Porsche,Cayenne,VA,61995,4500,A,no,798127
2373740,2017,Porsche,Cayenne,CA,63895,6404,A,yes,791695
2527546,2017,Porsche,Cayenne,TN,64000,7251,A,no,799099
2218878,2017,Porsche,Cayenne,NJ,59900,6000,A,no,798127
2053496,2017,Porsche,Cayenne,NJ,57900,6000,A,no,791695
2130084,2017,Porsche,Cayenne,FL,58990,9824,B,yes,798127
2791052,2017,Porsche,Cayenne,CA,58296,5890,A,no,790720
2864381,2017,Porsche,Cayenne,NC,62989,3601,A,yes,791695
2283256,2017,Porsche,Cayenne,WA,59995,17310,B,no,799099
2564143,2017,Porsche,Cayenne,CA,62688,9579,B,yes,791695
2500647,2017,Porsche,Cayenne,CALIFORNIA,56973,7952,A,no,791695
2129377,2017,Porsche,911,PA,117690,4844,B,no,799033
2446595,2017,Porsche,911,PA,116990,4954,A,no,790516
2191718,2017,Porsche,911,PA,123780,1040,A,yes,791024
2188728,2017,Porsche,911,CA,116995,1142,B,yes,798042
2606161,2017,Porsche,911,PA,107490,23184,B,yes,798042
2429066,2017,Porsche,Panamera,FL,85850,10884,A,no,791011
2891127,2017,Porsche,Panamera,CALIFORNIA,86034,9761,A,no,793430
2365602,2017,Porsche,Panamera,CA,84211,10646,B,yes,791011
2171053,2017,Porsche,Panamera,CA,82000,8385,A,no,791644
2792528,2017,Porsche,Panamera,FL,86977,6294,A,no,791011
2785906,2017,Porsche,Panamera,MN,85977,5188,A,no,791011
2964622,2017,Porsche,Panamera,NC,84900,4855,A,no,791644
2572189,2017,Porsche,Panamera,RI,132990,1806,A,no,795929
2257900,2017,Porsche,Panamera,MD,145000,2145,A,yes,795929
2392530,2017,Porsche,Panamera,CA,139900,2245,B,yes,795929
2763737,2017,Porsche,Panamera,NC,139900,2409,A,no,791644
2197359,2017,Porsche,Panamera,PA,137744,17119,B,yes,795929
2346590,2017,Porsche,Panamera,OH,140209,30503,B,no,791680
2190384,2017,Porsche,Panamera,CA,139983,5975,B,no,795929
2767605,2017,Porsche,Panamera,FL,130711,7032,B,no,793430
2995853,2017,Porsche,Panamera,WA,140788,5495,A,yes,791680
2130170,2017,Porsche,Panamera,MA,129998,10707,A,no,791644
2498392,2017,Porsche,Panamera,CT,139990,1428,A,no,791011
2739213,2017,Porsche,Macan,OH,80995,3484,B,yes,791485
2208010,2017,Porsche,Macan,CA,84995,2767,B,no,791485
